begin,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2023-01-11,-7.850157164853277,-4.988061122114364,-0.7547574398831192,-1.1085661641042623,1.0162564019150284,0.7885112684201805,0.05559348096544998,-0.4014121449178843,0.5101075999225682,-0.44640212026242276,0.10137080107385117,-0.5895751937611233,0.5212861671037682,-0.48521540859144463,0.010272622039342464,0.22025481036560984,0.0184001561392307,0.3503987430162449,-0.3226558647730133,-0.04340503164081012
2023-01-12,-7.874907968769636,-4.928934341272167,-0.7924844929238578,-1.2385744199038393,1.057981469445657,0.8232621583532862,0.012631134305074357,-0.4474056005510487,0.5149274005994035,-0.4431931212387593,0.13178083478943575,-0.5310908221977618,0.48765635038773375,-0.46392050016859576,0.007185731501516765,0.22135629077874,0.009908010003580924,0.3662118873266436,-0.24149985935861643,0.01751587451585673
2023-01-13,-7.770287651340934,-4.906356339480138,-0.7757713437761916,-1.1388888837919395,1.1110346041677908,0.8237739132739611,-0.0214952204248995,-0.4326644480737155,0.511916536399773,-0.4463788745373314,0.13719755707211573,-0.5420839993412258,0.47126938135332447,-0.43442062733733355,-0.02012921774028131,0.1921985156508062,-0.05317306652609652,0.3419009393875495,-0.21771563987282258,0.09499965502201627
2023-01-16,-7.338024267107604,-4.9577604570023635,-0.8199876046558799,-0.9078316982887801,1.2940253873349985,0.907032078495402,-0.03419256120012957,-0.378517322222573,0.48984860695172433,-0.4458975193962539,0.1851525960525109,-0.5315812162148957,0.5391513234633378,-0.45400517727259193,-0.062134037589248334,0.12141387285888573,-0.052564651773237825,0.31933013967492874,-0.25789321111086405,0.017573921751879377
2023-01-17,-7.7483769930489865,-4.85958101214782,-0.7844440745131311,-1.143231530392902,1.3657660004673855,0.9213223721199444,-0.08109211317482769,-0.3687939364504195,0.5424696455197825,-0.420669853889459,0.15372279962344393,-0.40371004912089714,0.46677920100937975,-0.42283725447770065,-0.017776841124999325,0.1429316655828253,0.023776132856344317,0.3406360963024989,-0.2460348265018747,0.009430147232986455
2023-01-18,-7.709068464807102,-4.8394454217225205,-0.7969811767362245,-1.108219717628384,1.354461273147692,0.925547248444098,-0.08976361137854591,-0.35151027098589993,0.551529341905062,-0.4093837222323927,0.15548403763145943,-0.43414339711959093,0.4592201943452538,-0.4190185368070415,-0.04770266176300376,0.10180982008870644,0.03128441676649969,0.280007575413685,-0.2207864517542904,0.004885684633190841
2023-01-19,-8.04162590108289,-4.76376855877213,-0.7739457402380872,-1.2725495577163464,1.2762524364427277,0.8736796434121328,-0.18473008749002087,-0.41323158899067447,0.4594645136781952,-0.4102977707692402,0.15533545969568852,-0.409260642966157,0.32819527104283913,-0.42378387422003067,-0.034419372124520724,0.11061443888732189,0.04459511816514337,0.24281282398844106,-0.2177056763134376,0.09654271860915467
2023-01-20,-7.972365221208257,-4.790538059129523,-0.804662110348382,-1.154530401847714,1.3387888468743845,0.8867064839887372,-0.1652704751684643,-0.3758090826924684,0.5955616268098672,-0.4260574245583989,0.12421924987500468,-0.4104813961820449,0.3507995601694369,-0.4760353388249025,-0.0792637018454479,0.08684878000075057,0.03472386571874512,0.23721520934435175,-0.15716709828962805,0.16253068604435295
2023-01-23,-7.751549416620804,-4.828548489101877,-0.7760558447128821,-1.0301528466114134,1.4336219251708884,0.8674741851812566,-0.22592951671564965,-0.3976385086170199,0.5644235794290556,-0.37518758522819473,0.1273667977619028,-0.406615041315299,0.4128707918981248,-0.47283719145715025,-0.08776917370825238,0.09406817166057425,0.05598409277909668,0.15401716165807922,-0.1635576956290376,0.14139954778238373
2023-01-24,-7.882399418622758,-4.741738879525192,-0.8145180803733045,-1.0525618931802032,1.4244527461259935,0.8841203011528205,-0.24973245287436624,-0.3704230101194591,0.5769110669275445,-0.4255364397549287,0.1487948256214832,-0.31971198093123215,0.33177272236731825,-0.5000456677587957,-0.0788495755974809,0.07453973990777986,0.0870161365241781,0.15212205719918667,-0.06987905741550467,0.17044488635452412
2023-01-25,-7.824220644005829,-4.760756554013261,-0.8416064612554967,-1.014325791091449,1.421786604308192,0.9199509881999487,-0.23225542425717335,-0.38352511096334174,0.5439453388742459,-0.4015076566806026,0.20527495346313077,-0.34657695476964046,0.32793115338753004,-0.5049310404517253,-0.06591562272318285,0.07089418183476438,0.10712607972867147,0.1287926811270405,0.01513197495846039,0.1797376875003422
2023-01-26,-7.802985485572378,-4.693326321378012,-0.8345155707363069,-0.9899304478268559,1.4264856659909477,0.9271289391364796,-0.11342415186949958,-0.3813882819998139,0.517119895543562,-0.4137791289480273,0.16755160409729125,-0.4031343402421017,0.27267094008622594,-0.543094177745454,-0.1779594881634566,0.016307254799042808,0.10994327156144837,0.08694070404445188,0.09809470780102757,0.18200877046625064
2023-01-27,-7.510660863189197,-4.810029542765057,-0.7899388227741754,-0.8236175291608938,1.5005891137209586,1.031946024688481,0.11186233709793829,-0.32200407848292556,0.5770206190850821,-0.5405877950696009,0.18736611704147224,-0.3999473454082325,0.23574165492835472,-0.3998040787630752,-0.2943700550246997,0.14764681627527915,0.17252078792956066,-0.013834087922032048,-0.045104776521484674,0.15081801007400286
2023-01-30,-7.290853818687366,-4.728673721394935,-0.7488268480477789,-0.7035432217581359,1.7244154122934048,1.0766435947939383,-0.03472474354532937,-0.3451405538763894,0.40724985202568625,-0.6183689405270795,0.15586750146412418,-0.3902300113894065,0.252779560443589,-0.42951022531776806,-0.29132070369567,-0.008659717883135408,0.06591842953590865,-0.11199774755832412,0.10856549043064467,0.13023861969234113
2023-01-31,-7.027829228110697,-4.716379865787113,-0.8577607938913289,-0.5583134304349197,1.6444178476455493,1.0456264914537743,-0.058614831702274654,-0.3219246679722543,0.5133341063586369,-0.6648209098156002,0.19282270716489047,-0.2995988192223437,0.2097296969647829,-0.3493794744871802,-0.28469229771633286,-0.05317230274947231,-0.015803790452987253,-0.024899936921949056,0.13294354063233563,0.16452959942025258
2023-02-01,-6.897384759176143,-4.7306882029733925,-0.891330859284519,-0.4991250078197145,1.6164883074940013,0.9829138250599974,0.02498102186691184,-0.32197181636189254,0.4099981435693446,-0.5980545924631018,0.23508100434789617,-0.1280791863197397,0.10858673530268192,-0.311626987833847,-0.24420088993965358,-0.12722323036621097,-0.161484490876728,0.03914092394407406,0.13938752529897375,0.1751174745254201
2023-02-02,-6.7409027591252055,-4.747699619098149,-0.9328378135926415,-0.6235386204396643,1.7394949045104706,1.0083873905556942,-0.011479871962361683,-0.34629756809707996,0.44556134136776737,-0.5524313793121075,0.1833775016908872,-0.14963189938255975,0.10709962420680563,-0.35132668434976344,-0.21472798825389114,-0.1158499668121017,-0.17379409222640577,-0.16126574141638925,0.1943443546334408,0.18843635481354043
2023-02-03,-6.808545132618964,-4.765085843043275,-0.9066803660444033,-0.6617721739610523,1.7460084511105123,0.9026260743708736,-0.03992369896497817,-0.3478625989237965,0.33468497589523827,-0.5024019997892257,0.16802278272515989,-0.1653084235594251,0.12452045896691531,-0.27387887925146515,-0.15709078749597213,-0.047881877216732024,-0.20197108147260964,-0.1706749000561676,0.0873660164926079,0.0942478016079506
